projectNumber	projectId	lifecycleState	name	createTime	parent_type	parent_id
807540601287	pcb-prod-creditrisk-ecl	ACTIVE	pcb-prod-creditrisk-ecl	2022-08-15T17:33:16.148Z	folder	876133780889
108367226775	pcb-prod-creditrisk-scoring	ACTIVE	pcb-prod-creditrisk-scoring	2022-08-15T17:33:12.698Z	folder	876133780889
661732726093	pcb-nonprod-creditrisk-scoring	ACTIVE	pcb-nonprod-creditrisk-scoring	2022-08-15T17:32:46.407Z	folder	591628874958
243009684257	pcb-nonprod-creditrisk-ecl	ACTIVE	pcb-nonprod-creditrisk-ecl	2022-08-15T17:30:45.851Z	folder	591628874958
540028281066	sys-88564257205607930449907839	ACTIVE	Booking Scripts	2022-08-15T16:59:22.869Z	folder	30263264461
541690041441	sys-06967695140188982387200081	ACTIVE	Scripts for Insights	2022-08-13T14:30:26.780Z	folder	30263264461
463359349592	sys-65946567592983599210987783	ACTIVE	Scripts for Insights	2022-08-13T13:49:40.139Z	folder	30263264461
113788741410	sys-58046829902468477753550004	ACTIVE	Scripts for Insights	2022-08-13T13:41:15.073Z	folder	30263264461
956410618237	sys-98322356821461964559711954	ACTIVE	Scripts for Insights	2022-08-13T13:16:36.025Z	folder	30263264461
554364002374	sys-87101076600237261166686239	ACTIVE	Scripts for Insights	2022-08-13T13:03:57Z	folder	30263264461
161704803455	sys-39296886974772211761098278	ACTIVE	Scripts for Insights	2022-08-13T10:48:03.872Z	folder	30263264461
271038421204	sys-64070871009242223874357588	ACTIVE	Scripts for Insights	2022-08-13T10:20:55.539Z	folder	30263264461
515814253991	sys-36351657802143474426001270	ACTIVE	Scripts for Insights	2022-08-13T10:20:15.666Z	folder	30263264461
587824302578	sys-68012011199923773727889041	ACTIVE	Scripts for Insights	2022-08-13T09:36:12.384Z	folder	30263264461
1047427873553	sys-59766060135362496115854470	ACTIVE	Scripts for Insights	2022-08-13T08:24:20.038Z	folder	30263264461
441658640207	sys-91605548194762948890396787	ACTIVE	Scripts for Insights	2022-08-13T07:58:17.623Z	folder	30263264461
556461542263	sys-33069983084974581643976990	ACTIVE	Scripts for Insights	2022-08-13T07:27:56.241Z	folder	30263264461
478414833518	sys-38601900023651826372928072	ACTIVE	Scripts for Insights	2022-08-13T07:05:07.848Z	folder	30263264461
957348456733	sys-56554572446276957556500158	ACTIVE	Scripts for Insights	2022-08-13T06:53:33.134Z	folder	30263264461
930809856352	sys-98327062465197875788368340	ACTIVE	Scripts for Insights	2022-08-13T06:19:44.250Z	folder	30263264461
793641087925	sys-11362803711788378067246483	ACTIVE	Scripts for Insights	2022-08-13T05:20:22.021Z	folder	30263264461
481742775877	sys-75305892201625087066213031	ACTIVE	Scripts for Insights	2022-08-13T05:08:25.557Z	folder	30263264461
448902700155	sys-38954007485542602251049990	ACTIVE	Scripts for Insights	2022-08-13T02:37:39.979Z	folder	30263264461
590344758785	sys-72578771021018842683179540	ACTIVE	Scripts for Insights	2022-08-13T02:07:07.309Z	folder	30263264461
479648002841	lt-dia-fpt-dis-upr	ACTIVE	lt-dia-fpt-dis-upr	2022-08-11T15:48:36.554Z	folder	66531989396
866107953509	sys-74123457653745433548410681	ACTIVE	Booking Scripts	2022-08-11T13:28:46.854Z	folder	30263264461
906260698076	sys-11282729928747860321506988	ACTIVE	Scripts for Insights	2022-08-10T16:28:00.951Z	folder	30263264461
494871869253	sys-60850942586323339584221710	ACTIVE	Scripts for Insights	2022-08-10T16:24:04.870Z	folder	30263264461
551896427790	sys-89094202104572741814551695	ACTIVE	Scripts for Insights	2022-08-10T15:17:51.428Z	folder	30263264461
855128443985	sys-38498954010810735585694756	ACTIVE	Scripts for Insights	2022-08-10T15:17:39.557Z	folder	30263264461
538697206080	sys-46673447188682797392451681	ACTIVE	Scripts for Insights	2022-08-10T14:54:41.329Z	folder	30263264461
1095570803083	sys-48722935337668959329930002	ACTIVE	Scripts for Insights	2022-08-10T14:11:19.046Z	folder	30263264461
350646080079	sys-89916017946621063716165467	ACTIVE	Booking Scripts	2022-08-10T13:56:33.128Z	folder	30263264461
816358186204	ld-rmp-data-uat	ACTIVE	ld-rmp-data-uat	2022-08-10T13:42:56.476Z	folder	58222999069
766645889435	sys-48876343515866801188917258	ACTIVE	Scripts for Insights	2022-08-10T13:13:21.521Z	folder	30263264461
801397083507	sys-57033414037014093688237303	ACTIVE	Scripts for Insights	2022-08-10T12:53:51.425Z	folder	30263264461
303291299706	sys-97820211742005326044724882	ACTIVE	Scripts for Insights	2022-08-10T10:53:42.061Z	folder	30263264461
1052598991992	sys-23182521197803482225569792	ACTIVE	Scripts for Insights	2022-08-10T10:36:18.658Z	folder	30263264461
193918718344	sys-62364348635731760638541950	ACTIVE	Scripts for Insights	2022-08-10T10:03:52.704Z	folder	30263264461
159685506217	sys-18064583555758222246511896	ACTIVE	Scripts for Insights	2022-08-10T09:47:08.224Z	folder	30263264461
620758358335	sys-73237517339769486591634185	ACTIVE	Scripts for Insights	2022-08-10T08:31:24.131Z	folder	30263264461
875705823706	sys-81089781627223006935428165	ACTIVE	Scripts for Insights	2022-08-10T07:42:19.154Z	folder	30263264461
133114971467	sys-98025877134886520769642116	ACTIVE	Scripts for Insights	2022-08-10T06:51:41.518Z	folder	30263264461
797916708468	sys-68592453370460733872090732	ACTIVE	Scripts for Insights	2022-08-10T03:44:15.164Z	folder	30263264461
267548766477	sys-28023244566306520304396471	ACTIVE	Scripts for Insights	2022-08-10T02:10:13.036Z	folder	30263264461
923483074176	sys-79230934340794729966560180	ACTIVE	Scripts for Insights	2022-08-10T01:38:14.828Z	folder	30263264461
1056638282644	sys-50188709064540001711997211	ACTIVE	Scripts for Insights	2022-08-09T20:29:42.509Z	folder	30263264461
891603775569	sys-87465026731909009442184279	ACTIVE	Booking Scripts	2022-08-08T17:42:29.536Z	folder	30263264461
917622743017	sys-76970301935056198125958244	ACTIVE	Booking Scripts	2022-08-08T16:55:30.448Z	folder	30263264461
487041601576	sys-74090064989633477775260804	ACTIVE	Scripts for Insights	2022-08-07T16:26:47.263Z	folder	30263264461
465397079494	sys-41776554617278343984866683	ACTIVE	Scripts for Insights	2022-08-07T16:26:22.377Z	folder	30263264461
21677966287	sys-00940317187167420853645605	ACTIVE	Scripts for Insights	2022-08-07T14:58:30.685Z	folder	30263264461
119882561517	sys-37228506551509639294403000	ACTIVE	Scripts for Insights	2022-08-07T14:04:32.401Z	folder	30263264461
642982213544	sys-99756789151921111123230707	ACTIVE	Scripts for Insights	2022-08-07T09:47:31.224Z	folder	30263264461
214597457888	sys-85835374083872246741191260	ACTIVE	Scripts for Insights	2022-08-07T09:13:55.953Z	folder	30263264461
965635015225	sys-82459729115424303581736331	ACTIVE	Scripts for Insights	2022-08-07T07:21:35.523Z	folder	30263264461
65581164275	sys-14388953411845232673921205	ACTIVE	Scripts for Insights	2022-08-07T06:46:22.932Z	folder	30263264461
387699167403	sys-09899345519962474362191047	ACTIVE	Scripts for Insights	2022-08-07T03:27:53.861Z	folder	30263264461
385510642684	sys-30484638778820061776505349	ACTIVE	Scripts for Insights	2022-08-07T02:24:48.046Z	folder	30263264461
812152211054	sys-09143363550982369247939625	ACTIVE	Scripts for Insights	2022-08-07T01:45:37.932Z	folder	30263264461
615725865019	sys-79493708984801408643082667	ACTIVE	Scripts for Insights	2022-08-07T01:41:42.726Z	folder	30263264461
324535980077	sys-77754962827904532254840829	ACTIVE	Scripts for Insights	2022-08-06T23:44:25.317Z	folder	30263264461
554034476313	sys-44123881066413549560827921	ACTIVE	Scripts for Insights	2022-08-06T21:44:24.471Z	folder	30263264461
635034341190	sys-30610434029773496982452430	ACTIVE	Scripts for Insights	2022-08-06T18:19:23.035Z	folder	30263264461
69553573941	sys-71430744369480959974472706	ACTIVE	Scripts for Insights	2022-08-06T18:17:39.735Z	folder	30263264461
946482802034	sys-91576589838257049983334981	ACTIVE	Scripts for Insights	2022-08-06T18:16:20.975Z	folder	30263264461
445768443215	sys-68354290258855902685120305	ACTIVE	Scripts for Insights	2022-08-06T16:03:46.483Z	folder	30263264461
576063146037	sys-27199835237740585096059304	ACTIVE	Scripts for Insights	2022-08-06T14:47:41.659Z	folder	30263264461
434691160186	sys-70352534117709293122725837	ACTIVE	Scripts for Insights	2022-08-06T13:51:08.809Z	folder	30263264461
984385007317	sys-11641030398590326635879456	ACTIVE	Scripts for Insights	2022-08-06T13:50:12.526Z	folder	30263264461
639916822960	sys-39993602557248932808797093	ACTIVE	Scripts for Insights	2022-08-06T12:34:18.131Z	folder	30263264461
577305460812	sys-67409795961012921696814901	ACTIVE	Scripts for Insights	2022-08-06T11:45:14.916Z	folder	30263264461
47928355621	sys-33333824000371613010307040	ACTIVE	Scripts for Insights	2022-08-06T11:16:17.377Z	folder	30263264461
1040987751667	sys-88178127724023383728052824	ACTIVE	Scripts for Insights	2022-08-06T09:06:47.352Z	folder	30263264461
5510217239	sys-04756135391741283077137967	ACTIVE	Scripts for Insights	2022-08-06T09:02:57.893Z	folder	30263264461
805129901845	sys-75329495164287359555353811	ACTIVE	Scripts for Insights	2022-08-06T08:54:50.789Z	folder	30263264461
278591763145	sys-64893690377526710060998057	ACTIVE	Scripts for Insights	2022-08-06T07:57:12.651Z	folder	30263264461
254421472644	sys-34432923876801213003735172	ACTIVE	Scripts for Insights	2022-08-06T07:48:15.309Z	folder	30263264461
714763577893	sys-00676487733339107259465348	ACTIVE	Scripts for Insights	2022-08-06T05:53:28.698Z	folder	30263264461
383219062600	lt-dct-upr	ACTIVE	lt-dct-upr	2022-08-05T18:27:57.960Z	folder	857031298135
167340681707	sys-09307501676048148577282287	ACTIVE	Booking Scripts	2022-08-05T14:46:23.488Z	folder	30263264461
1039911622585	sys-30308330562097471456897538	ACTIVE	Booking Scripts	2022-08-05T13:40:38.609Z	folder	30263264461
639351373346	sys-41922269965185017628292267	ACTIVE	Booking Scripts	2022-08-03T16:26:38.285Z	folder	30263264461
157956098952	sys-73560751764531768591454946	ACTIVE	Scripts for Insights	2022-08-03T15:44:07.548Z	folder	30263264461
959741814962	lt-dia-lake-exp-integration	ACTIVE	lt-dia-lake-exp-integration	2022-08-03T15:25:24.177Z	folder	9145849410
296225527656	sys-95384071683441881557603508	ACTIVE	Scripts for Insights	2022-08-03T14:50:38.667Z	folder	30263264461
976807434423	sys-63571421568818540337789414	ACTIVE	Scripts for Insights	2022-08-03T14:47:24.938Z	folder	30263264461
516517516112	sys-98912990751355673150845647	ACTIVE	Scripts for Insights	2022-08-03T14:45:32.376Z	folder	30263264461
723942695520	lt-dia-lake-val-integration	ACTIVE	lt-dia-lake-val-integration	2022-08-02T21:21:30.016Z	folder	128157814122
64752908433	lt-dia-lake-prd-integration	ACTIVE	lt-dia-lake-prd-integration	2022-08-02T20:43:45.228Z	folder	231037816692
229554559584	sys-85171751693346531106746256	ACTIVE	Booking Scripts	2022-08-02T17:59:18.615Z	folder	30263264461
1010553378429	sys-26085829857962098516555477	ACTIVE	Scripts for Insights	2022-08-02T17:45:55.783Z	folder	30263264461
720898691029	sys-51954466702292442133059147	ACTIVE	Scripts for Insights	2022-08-02T17:44:27.006Z	folder	30263264461
464457181665	sys-53226790756040993123010151	ACTIVE	Scripts for Insights	2022-08-02T17:41:09.650Z	folder	30263264461
658076852021	sys-38449337236848324543197187	ACTIVE	Scripts for Insights	2022-08-02T17:34:18.969Z	folder	30263264461
837130473186	sys-32166959240988159473119205	ACTIVE	Booking Scripts	2022-08-02T14:56:49.171Z	folder	30263264461
325660565974	sys-37947078976506831544165749	ACTIVE	Scripts for Insights	2022-08-02T09:17:43.654Z	folder	30263264461
915117328398	sys-99772036215239207121574180	ACTIVE	Scripts for Insights	2022-08-02T08:28:52.894Z	folder	30263264461
1044051085234	sys-99585814377093823010546144	ACTIVE	Scripts for Insights	2022-08-02T08:28:52.825Z	folder	30263264461
64702524978	sys-28893556943707272220679433	ACTIVE	Scripts for Insights	2022-08-02T08:25:59.866Z	folder	30263264461
647506918467	sys-40236320574524949282935817	ACTIVE	Scripts for Insights	2022-08-02T08:17:27.249Z	folder	30263264461
762986953011	sys-07094339605545789686441475	ACTIVE	Scripts for Insights	2022-08-02T08:04:17.931Z	folder	30263264461
115846974105	sys-21968414293347491783032185	ACTIVE	Scripts for Insights	2022-08-02T07:43:18.544Z	folder	30263264461
309186475963	sys-47303464501116100254836026	ACTIVE	Scripts for Insights	2022-08-02T06:13:15.736Z	folder	30263264461
690964563771	sys-51201795158346902048518660	ACTIVE	Scripts for Insights	2022-08-02T06:08:54.151Z	folder	30263264461
716375344976	sys-21550986199213655445079118	ACTIVE	Scripts for Insights	2022-08-02T06:02:52.215Z	folder	30263264461
964382028834	sys-97162298841692482614270486	ACTIVE	Scripts for Insights	2022-08-02T05:15:33.491Z	folder	30263264461
254906929002	sys-67454518074697031238119116	ACTIVE	Scripts for Insights	2022-08-02T04:05:47.460Z	folder	30263264461
92498234462	sys-46997445294449631801712225	ACTIVE	Scripts for Insights	2022-08-02T03:18:11.892Z	folder	30263264461
177673594034	sys-23950585052632460884784549	ACTIVE	Scripts for Insights	2022-08-02T02:47:34.748Z	folder	30263264461
712765444771	sys-63598924304165172343126362	ACTIVE	Scripts for Insights	2022-08-02T02:08:42.064Z	folder	30263264461
640143432430	sys-65296846634307803584139478	ACTIVE	Scripts for Insights	2022-08-02T00:42:21.313Z	folder	30263264461
689332525200	sys-77420663801196069218210498	ACTIVE	Scripts for Insights	2022-08-02T00:11:16.788Z	folder	30263264461
958723649528	sys-62806465586356859888552094	ACTIVE	Scripts for Insights	2022-08-01T23:25:59.860Z	folder	30263264461
579110629062	sys-70194939426616738713637724	ACTIVE	Scripts for Insights	2022-08-01T23:16:35.648Z	folder	30263264461
795031628924	sys-62306173318518030264239026	ACTIVE	Scripts for Insights	2022-08-01T21:54:21.155Z	folder	30263264461
1039106726152	sys-67991388600803797811213994	ACTIVE	Scripts for Insights	2022-08-01T21:37:11.373Z	folder	30263264461
240845189551	sys-18328649285254588150910650	ACTIVE	Scripts for Insights	2022-08-01T21:07:22.587Z	folder	30263264461
809232981482	sys-52088840902328313009897553	ACTIVE	Scripts for Insights	2022-08-01T20:30:22.352Z	folder	30263264461
522225027063	sys-72937526069722185161725720	ACTIVE	Scripts for Insights	2022-08-01T20:29:41.099Z	folder	30263264461
1057769332701	sys-54155905281182374829960074	ACTIVE	Scripts for Insights	2022-08-01T20:16:33.949Z	folder	30263264461
442970570874	sys-24131609671600269103950461	ACTIVE	Scripts for Insights	2022-08-01T19:59:25.204Z	folder	30263264461
371963126337	sys-15496822193147942122173783	ACTIVE	Scripts for Insights	2022-08-01T19:37:21.876Z	folder	30263264461
914646356437	sys-74428208204091835605921296	ACTIVE	Scripts for Insights	2022-08-01T19:37:00.647Z	folder	30263264461
21087733569	sys-78808042012308177825664016	ACTIVE	Scripts for Insights	2022-08-01T19:04:20.960Z	folder	30263264461
947176449857	sys-04117826577341391628217338	ACTIVE	Scripts for Insights	2022-08-01T18:31:25.136Z	folder	30263264461
212119716739	sys-76112077798332859971696960	ACTIVE	Scripts for Insights	2022-08-01T17:58:00.365Z	folder	30263264461
58227540181	sys-25089941715099613206221116	ACTIVE	Scripts for Insights	2022-08-01T17:39:06.459Z	folder	30263264461
91523080455	sys-76096039269090467872575307	ACTIVE	Scripts for Insights	2022-08-01T17:04:50.675Z	folder	30263264461
176717194980	sys-28894102142354627103913582	ACTIVE	Scripts for Insights	2022-08-01T16:54:11.443Z	folder	30263264461
105930031865	sys-75010823666800457153646236	ACTIVE	Scripts for Insights	2022-08-01T16:48:24.283Z	folder	30263264461
349566250412	sys-26359369167158964059317211	ACTIVE	Scripts for Insights	2022-08-01T15:29:12.099Z	folder	30263264461
1038033126005	sys-79110575344515229061130179	ACTIVE	Scripts for Insights	2022-08-01T14:54:11.458Z	folder	30263264461
302438997462	sys-36139742726177259571545373	ACTIVE	Scripts for Insights	2022-08-01T14:11:47.512Z	folder	30263264461
197297684688	sys-79095030156411559133846910	ACTIVE	Scripts for Insights	2022-08-01T13:33:29.841Z	folder	30263264461
5115553779	sys-70859187265254353714115863	ACTIVE	Scripts for Insights	2022-08-01T12:57:11.713Z	folder	30263264461
486066785046	sys-61569969691896078425335873	ACTIVE	Scripts for Insights	2022-08-01T10:26:24.638Z	folder	30263264461
941047265542	lt-ent-backups-prime-lower	ACTIVE	LT ENT Backups Prime Lower	2022-07-29T19:49:52.686Z	folder	1028558890137
355645869235	sys-06469314448645816199296392	ACTIVE	Paste to repo	2022-07-29T18:06:15.334Z	folder	30263264461
1063271227034	pcb-nonprod-compute	ACTIVE	pcb-nonprod-compute	2022-07-28T16:52:02.762Z	folder	605031781232
951467877143	pcb-prod-fraud	ACTIVE	pcb-prod-fraud	2022-07-28T15:54:45.759Z	folder	876133780889
154949330865	pcb-prod-erm	ACTIVE	pcb-prod-erm	2022-07-28T15:53:55.958Z	folder	876133780889
98069702020	pcb-prod-creditrisk	ACTIVE	pcb-prod-creditrisk	2022-07-28T15:52:33.028Z	folder	876133780889
658013488999	pcb-nonprod-fraud	ACTIVE	pcb-nonprod-fraud	2022-07-28T15:51:24.294Z	folder	591628874958
514658400615	pcb-nonprod-erm	ACTIVE	pcb-nonprod-erm	2022-07-28T15:50:44.532Z	folder	591628874958
456181437150	pcb-nonprod-creditrisk	ACTIVE	pcb-nonprod-creditrisk	2022-07-28T15:49:32.681Z	folder	591628874958
114383244548	sys-36147150303644176712080153	ACTIVE	Booking Scripts	2022-07-28T14:06:44.232Z	folder	30263264461
251451202181	sys-14404319934014073887978275	ACTIVE	Booking Scripts	2022-07-28T13:54:39.235Z	folder	30263264461
1065579183045	cidt-lab	ACTIVE	cidt-lab 	2022-07-27T14:51:00.750Z	folder	743756606505
24578228053	sys-61053352602458634714707648	ACTIVE	Booking Scripts	2022-07-27T14:25:08.312Z	folder	30263264461
92954039844	sys-92601806600791728919794102	ACTIVE	Paste to repo	2022-07-27T13:49:11.054Z	folder	30263264461
345473618137	ld-certsafe-prod	ACTIVE	ld-certsafe-prod	2022-07-26T20:22:33.243Z	folder	579934147788
72105172691	ld-certsafe-qa	ACTIVE	ld-certsafe-qa	2022-07-26T20:15:54.514Z	folder	1098979839516
163186101362	ld-certsafe-dev	ACTIVE	ld-certsafe-dev	2022-07-26T20:10:21.796Z	folder	1098979839516
722417052839	lm-web-analytics	ACTIVE	lm-web-analytics	2022-07-26T18:42:53.916Z	folder	418250348035
58491028820	sys-80656007511108739643623735	ACTIVE	Scripts for Insights	2022-07-25T19:55:10.137Z	folder	30263264461
1086613129958	sys-20914193779643693650311884	ACTIVE	Scripts for Insights	2022-07-25T19:44:50.279Z	folder	30263264461
371786242735	sys-29717904444623609229024242	ACTIVE	Booking Scripts	2022-07-25T18:32:20.060Z	folder	30263264461
708350791131	sys-97776449731350379243454324	ACTIVE	Scripts for Insights	2022-07-25T03:05:16.026Z	folder	30263264461
830127985159	sys-79195960850095082873100647	ACTIVE	Scripts for Insights	2022-07-25T02:27:58.648Z	folder	30263264461
641741289716	sys-90880551740332262686618293	ACTIVE	Scripts for Insights	2022-07-25T02:23:25.563Z	folder	30263264461
866153544681	sys-29566075618340208453638531	ACTIVE	Scripts for Insights	2022-07-25T02:15:07.606Z	folder	30263264461
378968062827	sys-61681115715968232772624371	ACTIVE	Scripts for Insights	2022-07-25T01:57:33.422Z	folder	30263264461
640660772185	sys-34983340493169494575847935	ACTIVE	Scripts for Insights	2022-07-25T01:33:48.749Z	folder	30263264461
326351576852	sys-60163105006734101970888142	ACTIVE	Scripts for Insights	2022-07-25T01:29:18.482Z	folder	30263264461
580889774656	sys-74451871948842751328107425	ACTIVE	Scripts for Insights	2022-07-25T00:53:03.106Z	folder	30263264461
751371292420	sys-14832044121990674363388928	ACTIVE	Scripts for Insights	2022-07-24T23:35:47.097Z	folder	30263264461
689520793469	sys-71192801983241742857137015	ACTIVE	Scripts for Insights	2022-07-24T23:08:30.752Z	folder	30263264461
682890274764	sys-56367999588511784079692192	ACTIVE	Scripts for Insights	2022-07-24T22:49:06.745Z	folder	30263264461
1048960647853	sys-03373520064253685586102590	ACTIVE	Scripts for Insights	2022-07-24T21:16:20.468Z	folder	30263264461
699942921929	sys-50432033774828723442414999	ACTIVE	Scripts for Insights	2022-07-24T20:23:31.941Z	folder	30263264461
481907776334	sys-35890462576360431527190732	ACTIVE	Scripts for Insights	2022-07-24T19:15:32.240Z	folder	30263264461
318891349417	sys-76784428807647645640009248	ACTIVE	Scripts for Insights	2022-07-24T18:35:08.306Z	folder	30263264461
189918615060	sys-27006974478674493474856711	ACTIVE	Scripts for Insights	2022-07-24T18:18:26.841Z	folder	30263264461
609107278689	sys-91152329022548276688689791	ACTIVE	Scripts for Insights	2022-07-24T18:11:05.165Z	folder	30263264461
899164531862	sys-34023695636925019861416066	ACTIVE	Scripts for Insights	2022-07-24T17:33:13.415Z	folder	30263264461
19000282068	sys-10467409964633926955802796	ACTIVE	Scripts for Insights	2022-07-24T17:12:17.982Z	folder	30263264461
11270000931	sys-72425093022299823031342940	ACTIVE	Scripts for Insights	2022-07-24T16:07:07.502Z	folder	30263264461
207568322705	sys-58152231130071330735264676	ACTIVE	Scripts for Insights	2022-07-24T15:23:31.197Z	folder	30263264461
212087660146	sys-09848322855128252492772831	ACTIVE	Scripts for Insights	2022-07-24T15:18:36.466Z	folder	30263264461
233712240551	sys-73481855157992305222821695	ACTIVE	Scripts for Insights	2022-07-24T14:47:55.779Z	folder	30263264461
357109552342	sys-57167421673930379094895599	ACTIVE	Scripts for Insights	2022-07-24T13:30:58.520Z	folder	30263264461
411127620606	sys-77941462585897513873061569	ACTIVE	Scripts for Insights	2022-07-24T12:53:12.047Z	folder	30263264461
71982407372	sys-57582726265133873962560604	ACTIVE	Scripts for Insights	2022-07-24T12:24:13.596Z	folder	30263264461
160681689507	sys-73735179889922125779920829	ACTIVE	Scripts for Insights	2022-07-24T12:18:01.558Z	folder	30263264461
274147330231	sys-80614304304758611308309847	ACTIVE	Scripts for Insights	2022-07-24T12:16:36.976Z	folder	30263264461
743444351904	sys-89851689494049574852929183	ACTIVE	Scripts for Insights	2022-07-24T11:46:15.508Z	folder	30263264461
901847784217	sys-30857918874513833257151173	ACTIVE	Scripts for Insights	2022-07-24T11:33:30.964Z	folder	30263264461
264377067941	sys-38992689733047410914749754	ACTIVE	Scripts for Insights	2022-07-24T08:59:50.647Z	folder	30263264461
648789645335	sys-49777228466465475233395095	ACTIVE	Scripts for Insights	2022-07-24T08:43:20.420Z	folder	30263264461
527115108000	sys-56847493154023221585478157	ACTIVE	Paste to repo	2022-07-22T15:36:43.297Z	folder	30263264461
16934162007	sys-11095146014723290329987489	ACTIVE	Booking Scripts	2022-07-22T12:57:53.623Z	folder	30263264461
70994204602	sys-79150098965763984376982872	ACTIVE	Scripts for Insights	2022-07-21T21:26:00.260Z	folder	30263264461
1033654896920	sys-48725171178540083399949567	ACTIVE	Scripts for Insights	2022-07-21T20:48:33.668Z	folder	30263264461
809337703572	ld-rmp-uat	ACTIVE	ld-rmp-uat	2022-07-21T18:00:14.917Z	folder	854467238510
396794313557	sys-99966331509014732180846007	ACTIVE	Scripts for Insights	2022-07-21T01:31:59.603Z	folder	30263264461
484160612193	sys-31177473921254116499009201	ACTIVE	Scripts for Insights	2022-07-21T01:31:57.627Z	folder	30263264461
603086760462	sys-74860395285453449354500617	ACTIVE	Scripts for Insights	2022-07-21T01:31:56.231Z	folder	30263264461
606402837755	sys-27466574629659638074309446	ACTIVE	Scripts for Insights	2022-07-21T01:31:50.398Z	folder	30263264461
986603003341	sys-52901842991423488049468864	ACTIVE	Scripts for Insights	2022-07-21T01:31:45.584Z	folder	30263264461
655664190663	sys-57493339481821411174533443	ACTIVE	Multi Select Drop Down	2022-07-20T18:30:26.678Z	folder	30263264461
260497839682	sys-43682309751406674676742037	ACTIVE	Booking Scripts	2022-07-20T17:50:51.068Z	folder	30263264461
868395511357	sys-56741529232228338129838785	ACTIVE	Booking Scripts	2022-07-20T16:30:06.829Z	folder	30263264461
664347667560	sys-62721607074432680087547698	ACTIVE	Booking Scripts	2022-07-20T14:57:13.590Z	folder	30263264461
99823100121	sys-73589637421679785356758189	ACTIVE	Booking Scripts	2022-07-20T14:57:06.473Z	folder	30263264461
1099245519876	sys-54380047044227837361620673	ACTIVE	Scripts for Insights	2022-07-20T00:57:08.284Z	folder	30263264461
837398633179	sys-62317813258481669277971323	ACTIVE	Scripts for Insights	2022-07-20T00:16:40.536Z	folder	30263264461
1060890841123	sys-01202136868730590704715934	ACTIVE	Scripts for Insights	2022-07-20T00:00:25.056Z	folder	30263264461
286288871951	sys-93149422180607671277709253	ACTIVE	Marketing Reporting	2022-07-19T21:23:20.221Z	folder	30263264461
64044704787	sys-35763108303172933430737046	ACTIVE	MP Marketing Channels	2022-07-19T18:52:47.203Z	folder	30263264461
391556512451	sys-21133529775981614615988933	ACTIVE	Booking Scripts	2022-07-19T15:20:20.660Z	folder	30263264461
278154116973	sys-83732313396370391092904131	ACTIVE	Booking Scripts	2022-07-19T15:20:16.147Z	folder	30263264461
193829807974	sys-48674493934269042340037599	ACTIVE	Booking Scripts	2022-07-18T13:49:04.924Z	folder	30263264461
946423240093	lt-dia-scr-dis-upr	ACTIVE	lt-dia-scr-dis-upr	2022-07-16T01:08:04.033Z	folder	66531989396
1013271675597	sys-85164604839626774932735330	ACTIVE	Scripts for Insights	2022-07-14T19:56:20.060Z	folder	30263264461
442698346460	sys-64990708331518064088595409	ACTIVE	Scripts for Insights	2022-07-13T17:38:31.509Z	folder	30263264461
590867376179	sys-75210709280440885326332036	ACTIVE	Booking Scripts	2022-07-13T14:57:15.896Z	folder	30263264461
81015441455	sys-06853809736170091387328172	ACTIVE	Booking Scripts	2022-07-12T15:26:27.143Z	folder	30263264461
366002443327	lt-quantum	ACTIVE	LT Project Quantum	2022-07-11T21:19:09.218Z	folder	1028558890137
377374253434	sys-38305216057607241294781020	ACTIVE	Booking Scripts	2022-07-11T20:41:47.692Z	folder	30263264461
220574707157	sys-70009988289291026189390273	ACTIVE	Paste to repo	2022-07-11T20:24:52.413Z	folder	30263264461
170566559193	sys-08767408851061044524557224	ACTIVE	Booking Scripts	2022-07-11T17:00:21.034Z	folder	30263264461
73154269839	sys-15186812495002462166845519	ACTIVE	Booking Scripts	2022-07-07T18:02:57.694Z	folder	30263264461
513505366187	sys-27467855740009701603522089	ACTIVE	Unnamed script	2022-07-06T17:48:45.363Z	folder	30263264461
1046826632939	sys-87874130894507597324151110	ACTIVE	Paste to repo	2022-07-06T14:46:07.180Z	folder	30263264461
1060305409099	sys-97787633596285773320872192	ACTIVE	Booking Scripts	2022-07-05T17:35:24.543Z	folder	30263264461
788404452999	sys-92805149780809244733663448	ACTIVE	Booking Scripts	2022-07-05T15:36:20.256Z	folder	30263264461
589386662585	sys-68875595897013417814196768	ACTIVE	Booking Scripts	2022-07-05T15:36:16.972Z	folder	30263264461
316283173509	sys-18406883886096593737748674	ACTIVE	Booking Scripts	2022-07-04T16:51:50.263Z	folder	30263264461
1093066457886	sys-43778302304347558922707057	ACTIVE	Booking Scripts	2022-07-04T15:27:26.172Z	folder	30263264461
871234284031	sys-37864864912042145947972662	ACTIVE	Scripts for Insights	2022-06-30T15:35:54.050Z	folder	30263264461
620929352179	sys-54962079853357235915051808	ACTIVE	Scripts for Insights	2022-06-30T14:55:05.345Z	folder	30263264461
665464406702	sys-92090803090795683429280659	ACTIVE	Scripts for Insights	2022-06-30T14:55:04.293Z	folder	30263264461
352808852260	sys-23015972969539256958652662	ACTIVE	Scripts for Insights	2022-06-30T14:53:54.062Z	folder	30263264461
737589147166	sys-40913578505980028795680767	ACTIVE	Booking Scripts	2022-06-30T13:16:53.650Z	folder	30263264461
