Date/Time	Computer	Primary Domain	IP Address	Public IP Address	Logon Domain	User	Session	Duration	Duration (h:mm:ss)	Titlebar	Executable	Description	Url	Productivity	Video
2022-09-25T00:19:09	EC2AMAZ-J42CLV2	WORKGROUPS	172.31.43.179	3.98.160.47	EC2AMAZ-J42CLV2	dtoma	2	121	0:02:01	QBO Billing By Customer - Google Sheets	chrome.exe	Google Chrome	docs.google.com/spreadsheets/d/1wDpp1bn_oG4eAse9LrA_Oai0zNcfbV8_MbpVPzLcAyM/edit#gid=0	Productive Active	0
