Date/Time	Computer	Primary Domain	IP Address	Public IP Address	Logon Domain	User	Session	Duration	Duration (h:mm:ss)	Titlebar	Executable	Description	Url	Productivity	Video
2022-09-25T00:19:07	EC2AMAZ-J42CLV2	WORKGROUPS	172.31.43.179	3.98.160.47	EC2AMAZ-J42CLV2	dtoma	2	0	0:00:00	Passive - Locked				Undefined Passive	0
